Nivel y Ciclo;Grupo de edad;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;1.416.827
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Mujeres;769.162
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Hombres;647.665
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;1.353.264
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Mujeres;731.718
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Hombres;621.546
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;63.563
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Mujeres;37.444
Total Grado y 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Hombres;26.119
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;1.239.142
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Mujeres;671.070
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Hombres;568.072
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;1.179.941
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Mujeres;635.997
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Hombres;543.944
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;59.201
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;35.073
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Hombres;24.128
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;177.685
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Mujeres;98.092
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Hombres;79.593
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;173.323
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Mujeres;95.721
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Hombres;77.602
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;4.362
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;2.371
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Hombres;1.991
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;620.740
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;355.865
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Hombres;264.875
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;586.278
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;334.764
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Hombres;251.514
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;34.462
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;21.101
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;13.361
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;555.757
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;317.635
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;238.122
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;523.986
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;298.088
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;225.898
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;31.771
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;19.547
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;12.224
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;64.983
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;38.230
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;26.753
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;62.292
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;36.676
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;25.616
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;2.691
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;1.554
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;1.137
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Ambos Sexos;390.867
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Mujeres;207.736
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Hombres;183.131
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Ambos Sexos;372.788
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Mujeres;197.784
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Hombres;175.004
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;18.079
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Mujeres;9.952
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Hombres;8.127
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;348.244
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Mujeres;185.009
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Hombres;163.235
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;331.292
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Mujeres;175.625
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Hombres;155.667
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;16.952
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Mujeres;9.384
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Hombres;7.568
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;42.623
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Mujeres;22.727
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Hombres;19.896
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;41.496
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Mujeres;22.159
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Hombres;19.337
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;1.127
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Mujeres;568
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Hombres;559
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;164.006
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;83.612
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Hombres;80.394
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;158.526
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;80.605
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Hombres;77.921
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;5.480
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;3.007
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.473
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;139.487
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;70.065
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;69.422
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;134.327
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;67.203
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;67.124
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;5.160
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;2.862
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.298
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;24.519
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;13.547
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;10.972
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;24.199
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;13.402
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;10.797
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;320
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;145
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;175
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;241.214
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Mujeres;121.949
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Hombres;119.265
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;235.672
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Mujeres;118.565
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Hombres;117.107
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;5.542
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;3.384
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Hombres;2.158
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;195.654
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Mujeres;98.361
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Hombres;97.293
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;190.336
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Mujeres;95.081
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Hombres;95.255
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;5.318
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;3.280
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;2.038
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;45.560
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Mujeres;23.588
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Hombres;21.972
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;45.336
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Mujeres;23.484
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Hombres;21.852
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;224
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;104
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;120
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;1.190.042
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Mujeres;658.406
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Hombres;531.636
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;1.130.086
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Mujeres;622.859
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Hombres;507.227
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;59.956
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Mujeres;35.547
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Hombres;24.409
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;1.031.856
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Mujeres;569.543
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Hombres;462.313
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;976.262
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Mujeres;536.367
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Hombres;439.895
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;55.594
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;33.176
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Hombres;22.418
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;158.186
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Mujeres;88.863
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Hombres;69.323
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;153.824
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Mujeres;86.492
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Hombres;67.332
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;4.362
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;2.371
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Hombres;1.991
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;620.493
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;355.730
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Hombres;264.763
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;586.033
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;334.629
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Hombres;251.404
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;34.460
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;21.101
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;13.359
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;555.520
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;317.504
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;238.016
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;523.751
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;297.957
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;225.794
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;31.769
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;19.547
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;12.222
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;64.973
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;38.226
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;26.747
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;62.282
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;36.672
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;25.610
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;2.691
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;1.554
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;1.137
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Ambos Sexos;280.929
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Mujeres;150.336
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Hombres;130.593
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Ambos Sexos;264.839
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Mujeres;141.453
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Hombres;123.386
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;16.090
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Mujeres;8.883
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Hombres;7.207
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;245.315
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Mujeres;131.160
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Hombres;114.155
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;230.352
